Chain ID Counter,Post in Chain Counter,chainid,id,locality,District,City,Country,Continent,longname,postdate,postings,subject,usertext
1,30,13263599,106149001,"Hong Kong, China",,Hong Kong,China,Asia,SammyFD,4 years ago,"82,978",31. Re: Coronavirus (Covid-19) Information in Hong Kong,"Just an update: it was reported that 41 people violated the self-quarantine procedure. They were caught by the new wristband/app tracker system. Charges could be filed against these folks. In today's social media world, a couple of the offenders even posted how they slipped off the wristband and went out. Social media has created a lot of idiots. Edited: 4 years ago"
1,31,13263599,106152159,"Hong Kong, China",,Hong Kong,China,Asia,Brad,4 years ago,"32,882",33. Re: Coronavirus (Covid-19) Information in Hong Kong,"Travel Ban Update CE Carrie Lam announced this afternoon that starting Wednesday, non-residents would banned from entry into Hong Kong for the next 14 days (see link). This ruling excludes non-residents arriving from the mainland, Macau or Taiwan who will still be allowed in, as long as they hadn't been anywhere else in the world in the past 14 days. However, those coming from Macau and Taiwan will also have to go into quarantine for 14 days. Further exclusion - Macau residents who have been in other countries over the past 14 days will still be allowed to fly into Hong Kong airport, but will be taken straight to their home city by coach. https://news.rthk.hk/rthk/en/component/k2/1516270-20200323.htm South China Morning Post adds that effect Wednesday, there will be ban the sale of alcohol at more than 8,000 bars and restaurants to contain the spread of the coronavirus (see link) https://www.scmp.com/news/hong-kong/politics/article/3076426/hong-kong-ban-all-tourists-battle-coronavirus-spread"
1,32,13263599,106159251,"Hong Kong, China",,Hong Kong,China,Asia,SammyFD,4 years ago,"82,978",34. Re: Coronavirus (Covid-19) Information in Hong Kong,"The alcohol ban is to be self-policed for now by the establishments. I am sure there will be places that find ways to get around it or just blatantly ignore it. Some sort of legislation might be necessary. Yesterday, at least several people were caught on video/photos walking around while wearing the quarantine wristbands. A couple even begged others to give them a chance when they were dining out. The government is ""considering"" charges. This baffles me at times. The government should just come out and prosecute all violators aggressively instead of giving them any chances. Also, why is it so hard to set up a hotline to report violators? It should be a one day thing, not a multiple day exercise."
1,33,13263599,106162552,"Apeldoorn, The...",Apeldoorn,Apeldoorn,Netherlands,Europe,wvmarle,4 years ago,"13,665",36. Re: Coronavirus (Covid-19) Information in Hong Kong,"There is no timeline for an actual alcohol ban as it requires a change of the law, as basically the liquor licenses have to be suspended. Considering the government has proven unable (or unwilling?) to close places where large groups of people spend extended time in close proximity such as cinemas, I doubt they can really stop the sale of alcohol in bars/restaurants. Limiting opening hours will be pretty tough already, and I'm not sure if Carrie Lam is willing to risk using the emergency laws again."
1,34,13263599,106169262,"Hong Kong, China",,Hong Kong,China,Asia,SammyFD,4 years ago,"82,978",37. Re: Coronavirus (Covid-19) Information in Hong Kong,"If they write the legislation, then it becomes illegal. However, our government has proved to be non-assertive when it comes to enforcing any of these measures. Just keep in mind that ignoring any government advice or laws aren't limited to HK only. You see plenty of that worldwide--Italy, UK, US. It's human nature so not a specific problem that only the HK government faces."
1,35,13263599,106174983,"Apeldoorn, The...",Apeldoorn,Apeldoorn,Netherlands,Europe,wvmarle,4 years ago,"13,665",39. Re: Coronavirus (Covid-19) Information in Hong Kong,">>> (it is still apparently illegal to wear a mask, for example) I remember that one had been struck down by the courts?? Government did launch an appeal... so it's not all set and done."
1,36,13263599,106180065,"Hong Kong, China",,Hong Kong,China,Asia,SammyFD,4 years ago,"82,978",40. Re: Coronavirus (Covid-19) Information in Hong Kong,"The emergency mask measure has indeed be struck down by the courts. They can no longer arrest or charge someone just for wearing a mask. >>>(it is still apparently illegal to wear a mask, for example)"
1,37,13263599,106184068,New Forest National...,Hampshire,,United Kingdom of Great Britain and Northern Ireland,Europe,SolentTraveller,4 years ago,"13,602",41. Re: Coronavirus (Covid-19) Information in Hong Kong,Hong Kong Maritime Museum which has remained open throughout the virus outbreak is closing from Saturday 28th March until further notice. The museum's Pier 8 Cafe will remain open 10am to 6pm daily with limited seating at safe distance.
1,38,13263599,106196266,"Hong Kong, China",,Hong Kong,China,Asia,Brad,4 years ago,"32,882",42. Re: Coronavirus (Covid-19) Information in Hong Kong,"Hong Kong authorities will begin imposing a ban on gatherings of more than 4 people starting Sunday for a period of 14 days. Offenders liable to a fine of up to HK$25,000 and six months in prison. https://news.rthk.hk/rthk/en/component/k2/1517200-20200327.htm"
1,39,13263599,106197686,"Apeldoorn, The...",Apeldoorn,Apeldoorn,Netherlands,Europe,wvmarle,4 years ago,"13,665",44. Re: Coronavirus (Covid-19) Information in Hong Kong,"Indeed. So the bars in Lan Kwai Fong (largest recent cluster) and weddings (resulted in another major cluster in Discovery Bay) are off the hook... but our domestic helpers are affected badly, almost as if they're being targeted (even more so as the rule is effective starting Sunday)."
1,40,13263599,106201421,"Hong Kong, China",,Hong Kong,China,Asia,Brad,4 years ago,"32,882",45. Re: Coronavirus (Covid-19) Information in Hong Kong,"{as if they're being targeted (even more so as the rule is effective starting Sunday).} But our local administration has always done their darnest to consider the best interest of our invaluable domestic helper work force, right?"
1,41,13263599,106201448,"Apeldoorn, The...",Apeldoorn,Apeldoorn,Netherlands,Europe,wvmarle,4 years ago,"13,665",46. Re: Coronavirus (Covid-19) Information in Hong Kong,Of course! Very important to keep them healthy. Otherwise their employers may have to start cooking and cleaning by themselves... The horror!
1,42,13263599,106208104,New Forest National...,Hampshire,,United Kingdom of Great Britain and Northern Ireland,Europe,SolentTraveller,4 years ago,"13,602",48. Re: Coronavirus (Covid-19) Information in Hong Kong,"From Wednesday 1st April, Cityflyer airport bus routes A17, A23 and NA12 are being temporarily suspended and the service frequency of other routes A10, A11, A12, A21, A22, A26 & A29 is being reduced owing to reduced demand; http://www.nwstbus.com.hk/en/uploadedPressRelease/17798_28032020_01042020_eng.pdf"
1,43,13263599,106212861,"Hong Kong, China",,Hong Kong,China,Asia,Brad,4 years ago,"32,882",49. Re: Coronavirus (Covid-19) Information in Hong Kong,"{It's all just theatre, which the governments of the world will be forced to admit once we've all been exposed to the virus (as I believe a substantial number of us have already).} It may just be theatre to some but it's what the vast majority of people in the city want and believe is necessary - just like wearing a face mask. When in Hong Kong, do as the Hong Kongers do! Edited: 4 years ago"
1,44,13263599,106224193,"Hong Kong, China",,Hong Kong,China,Asia,SammyFD,4 years ago,"82,978",50. Re: Coronavirus (Covid-19) Information in Hong Kong,"You can always find rule breakers and rule abiders. Walking in Central yesterday, there were far far fewer domestic helpers hanging out. The ones that were there mostly followed the rules. I didn't see the really large groups. TV showed the pedestrian tunnel underneath Connaught Road Central, claiming there were lots of people. Believe me, the density is way lower than it normally is. A faction of the city loves to criticize the government regardless of what they do. If we shut down the city and tell all dining outlets to close, they will probably criticize as well. I have no problem with the criticism but let's see them come up with some proposed solutions at the same time. Also, make sure to compare HK's situation to Italy, Spain, UK and even the US. Please tell me what they are doing better. If I must guess, HGY, sans face mask, and hanging out at parties, probably was one of the first ones to get exposed. Edited: 4 years ago"
1,45,13263599,106230149,"Hong Kong, China",,Hong Kong,China,Asia,Brad,4 years ago,"32,882",51. Re: Coronavirus (Covid-19) Information in Hong Kong,Doctors and medical experts are now calling on the people in Hong Kong to stop non-essential activities (see link) https://news.rthk.hk/rthk/en/component/k2/1517817-20200331.htm
1,46,13263599,106254387,New Forest National...,Hampshire,,United Kingdom of Great Britain and Northern Ireland,Europe,SolentTraveller,4 years ago,"13,602",52. Re: Coronavirus (Covid-19) Information in Hong Kong,"Operating days for Ngong Ping 360 cable car during April; April 3rd, 4th, 5th, 10th, 11th, 12th, 13th, 17th, 18th, 19th, 24th, 25th, 26th, 30th. Operating hours 10am to 4pm Tickets sold online only. No ""walk-up "" tickets available."
1,47,13263599,106256201,"Hong Kong, China",,Hong Kong,China,Asia,Brad,4 years ago,"32,882",53. Re: Coronavirus (Covid-19) Information in Hong Kong,Government orders 14 day bar shutdown - https://news.rthk.hk/rthk/en/component/k2/1518503-20200402.htm
1,48,13263599,106260405,"Hong Kong, China",,Hong Kong,China,Asia,Brad,4 years ago,"32,882",55. Re: Coronavirus (Covid-19) Information in Hong Kong,Hum... Restaurants have a distancing requirement of 1.5 metres space between each customer. https://www.scmp.com/comment/opinion/article/3077409/self-discipline-key-new-social-distancing-rules-come-effect No point going out for a round with your mates when you are spaced out amongst various available tables scattered around a restaurant. That doesn't work at all!
1,49,13263599,106261084,"Hong Kong, China",,Hong Kong,China,Asia,Brad,4 years ago,"32,882",57. Re: Coronavirus (Covid-19) Information in Hong Kong,"Hum. I didn't realise that, HGY. Thanks for sharing."
1,50,13263599,106261508,"Apeldoorn, The...",Apeldoorn,Apeldoorn,Netherlands,Europe,wvmarle,4 years ago,"13,665",58. Re: Coronavirus (Covid-19) Information in Hong Kong,">> Since nearly all ""bars"" are actually licensed as restaurants this will, I predict, have minimal effect, It is defined as places where alcohol is sold as main business, something like that. So indeed watering holes that happen to also sell food (indeed pretty much all of them in HK) are now closed. Restaurant/bar combos have to close the bar part only, not the restaurant part. There it's no more than four people per table; 1.5m distance between those tables; and max half capacity. But indeed there are many establishments that are unsure of whether they have to close wholly or partly: https://news.rthk.hk/rthk/en/component/k2/1518700-20200403.htm?spTabChangeable=0 Anyway, another step on the road to total shutdown of daily life in HK... Edited: 4 years ago"
1,51,13263599,106270328,"Hong Kong, China",,Hong Kong,China,Asia,Ricky,4 years ago,9,60. Re: Coronavirus (Covid-19) Information in Hong Kong,"Well, I am a resident of the Kowloon district. Recently, there will be a lockdown in Hong Kong for the next 14 days. The bars, restaurants, shopping malls will be totally closed. Those who break the new emergency measure will have to pay a fine of 50,000 HK Dollars and 6 months imprisonment. Either the shops are open or closed, the business had already stopped working for the past few days. I pray to God that this virus will go away as soon as possible otherwise there will be huge disaster."
1,52,13263599,106270565,"Apeldoorn, The...",Apeldoorn,Apeldoorn,Netherlands,Europe,wvmarle,4 years ago,"13,665",61. Re: Coronavirus (Covid-19) Information in Hong Kong,">>> Recently, there will be a lockdown in Hong Kong for the next 14 days. This may or may not happen. At this point, we don't know. Malls, shops, offices, restaurants - all are still open, albeit restaurants at limited capacity and limited evening hours. Public transport is fully up and running, bar some MTR service reductions on currently redundant routes, such as the Airport Express and the Disneyland Resort Line. Happy praying, but don't count on this virus to go away. Pray for it to run its course not too fast so we can build some basic immunity while hospitals don't get too overloaded, and it can find its place between all the other viruses we call ""flu"" or ""cold"", and life can go back to normal. That's going to take easily another 6-12 months."
